timestamp,power
1598911200,1
1598912100,1
1598913000,1
1598913900,1
1598914800,1
1598915700,1
1598916600,1
1598917500,1
1598918400,1
1598919300,1
1598920200,1
1598921100,1
1598922000,1
1598922900,1
1598923800,1
1598924700,1
1598925600,1
1598926500,1
1598927400,1
1598928300,1
1598929200,1
1598930100,1
1598931000,1
1598931900,1
1598932800,1
1598933700,1
1598934600,1
1598935500,1
1598936400,1
1598937300,1
1598938200,1
1598939100,1
1598940000,1
1598940900,1
1598941800,1
1598942700,1
1598943600,1
1598944500,1
1598945400,1
1598946300,1
1598947200,1
1598948100,1
1598949000,1
1598949900,1
1598950800,1
1598951700,1
1598952600,1
1598953500,1
1598954400,1
1598955300,1
1598956200,1
1598957100,1
1598958000,1
1598958900,1
1598959800,1
1598960700,1
1598961600,1
1598962500,1
1598963400,1
1598964300,1
1598965200,1
1598966100,1
1598967000,1
1598967900,1
1598968800,1
1598969700,1
1598970600,1
1598971500,1
1598972400,1
1598973300,1
1598974200,1
1598975100,1
1598976000,1
1598976900,1
1598977800,1
1598978700,1
1598979600,1
1598980500,1
1598981400,1
1598982300,1
1598983200,1
1598984100,1
1598985000,1
1598985900,1
1598986800,1
1598987700,1
1598988600,1
1598989500,1
1598990400,1
1598991300,1
1598992200,1
1598993100,1
1598994000,1
1598994900,1
1598995800,1
1598996700,1
1598997600,1
1598998500,1
1598999400,1
1599000300,1
1599001200,1
1599002100,1
1599003000,1
1599003900,1
1599004800,1
1599005700,1
1599006600,1
1599007500,1
1599008400,1
1599009300,1
1599010200,1
1599011100,1
1599012000,1
1599012900,1
1599013800,1
1599014700,1
1599015600,1
1599016500,1
1599017400,1
1599018300,1
1599019200,1
1599020100,1
1599021000,1
1599021900,1
1599022800,1
1599023700,1
1599024600,1
1599025500,1
1599026400,1
1599027300,1
1599028200,1
1599029100,1
1599030000,1
1599030900,1
1599031800,1
1599032700,1
1599033600,1
1599034500,1
1599035400,1
1599036300,1
1599037200,1
1599038100,1
1599039000,1
1599039900,1
1599040800,1
1599041700,1
1599042600,1
1599043500,1
1599044400,1
1599045300,1
1599046200,1
1599047100,1
1599048000,1
1599048900,1
1599049800,1
1599050700,1
1599051600,1
1599052500,1
1599053400,1
1599054300,1
1599055200,1
1599056100,1
1599057000,1
1599057900,1
1599058800,1
1599059700,1
1599060600,1
1599061500,1
1599062400,1
1599063300,1
1599064200,1
1599065100,1
1599066000,1
1599066900,1
1599067800,1
1599068700,1
1599069600,1
1599070500,1
1599071400,1
1599072300,1
1599073200,1
1599074100,1
1599075000,1
1599075900,1
1599076800,1
1599077700,1
1599078600,1
1599079500,1
1599080400,1
1599081300,1
1599082200,1
1599083100,1
1599084000,1
1599084900,1
1599085800,1
1599086700,1
1599087600,1
1599088500,1
1599089400,1
1599090300,1
1599091200,1
1599092100,1
1599093000,1
1599093900,1
1599094800,1
1599095700,1
1599096600,1
1599097500,1
1599098400,1
1599099300,1
1599100200,1
1599101100,1
1599102000,1
1599102900,1
1599103800,1
1599104700,1
1599105600,1
1599106500,1
1599107400,1
1599108300,1
1599109200,1
1599110100,1
1599111000,1
1599111900,1
1599112800,1
1599113700,1
1599114600,1
1599115500,1
1599116400,1
1599117300,1
1599118200,1
1599119100,1
1599120000,1
1599120900,1
1599121800,1
1599122700,1
1599123600,1
1599124500,1
1599125400,1
1599126300,1
1599127200,1
1599128100,1
1599129000,1
1599129900,1
1599130800,1
1599131700,1
1599132600,1
1599133500,1
1599134400,1
1599135300,1
1599136200,1
1599137100,1
1599138000,1
1599138900,1
1599139800,1
1599140700,1
1599141600,1
1599142500,1
1599143400,1
1599144300,1
1599145200,1
1599146100,1
1599147000,1
1599147900,1
1599148800,1
1599149700,1
1599150600,1
1599151500,1
1599152400,1
1599153300,1
1599154200,1
1599155100,1
1599156000,1
1599156900,1
1599157800,1
1599158700,1
1599159600,1
1599160500,1
1599161400,1
1599162300,1
1599163200,1
1599164100,1
1599165000,1
1599165900,1
1599166800,1
1599167700,1
1599168600,1
1599169500,1
1599170400,1
1599171300,1
1599172200,1
1599173100,1
1599174000,1
1599174900,1
1599175800,1
1599176700,1
1599177600,1
1599178500,1
1599179400,1
1599180300,1
1599181200,1
1599182100,1
1599183000,1
1599183900,1
1599184800,1
1599185700,1
1599186600,1
1599187500,1
1599188400,1
1599189300,1
1599190200,1
1599191100,1
1599192000,1
1599192900,1
1599193800,1
1599194700,1
1599195600,1
1599196500,1
1599197400,1
1599198300,1
1599199200,1
1599200100,1
1599201000,1
1599201900,1
1599202800,1
1599203700,1
1599204600,1
1599205500,1
1599206400,1
1599207300,1
1599208200,1
1599209100,1
1599210000,1
1599210900,1
1599211800,1
1599212700,1
1599213600,1
1599214500,1
1599215400,1
1599216300,1
1599217200,1
1599218100,1
1599219000,1
1599219900,1
1599220800,1
1599221700,1
1599222600,1
1599223500,1
1599224400,1
1599225300,1
1599226200,1
1599227100,1
1599228000,1
1599228900,1
1599229800,1
1599230700,1
1599231600,1
1599232500,1
1599233400,1
1599234300,1
1599235200,1
1599236100,1
1599237000,1
1599237900,1
1599238800,1
1599239700,1
1599240600,1
1599241500,1
1599242400,1
1599243300,1
1599244200,1
1599245100,1
1599246000,1
1599246900,1
1599247800,1
1599248700,1
1599249600,1
1599250500,1
1599251400,1
1599252300,1
1599253200,1
1599254100,1
1599255000,1
1599255900,1
1599256800,1
1599257700,1
1599258600,1
1599259500,1
1599260400,1
1599261300,1
1599262200,1
1599263100,1
1599264000,1
1599264900,1
1599265800,1
1599266700,1
1599267600,1
1599268500,1
1599269400,1
1599270300,1
1599271200,1
1599272100,1
1599273000,1
1599273900,1
1599274800,1
1599275700,1
1599276600,1
1599277500,1
1599278400,1
1599279300,1
1599280200,1
1599281100,1
1599282000,1
1599282900,1
1599283800,1
1599284700,1
1599285600,1
1599286500,1
1599287400,1
